tstamp,temp,hum,light,co,no2,noise
20171014120000,24.35,34.09,5.54,1.17,132.96,50.55
20171014121500,24.55,32.62,5.73,1.17,130.51,52.94
20171014123000,24.39,31.33,5.93,1.17,130.63,50
20171014124500,24.45,30.94,5.95,1.17,129.80,52.67
20171014130000,24.16,31.32,6.12,1.17,128.40,52.86
20171014131500,24.23,31.89,6.30,1.17,130.22,52.91
20171014133000,24.17,31.37,6.33,1.17,131.36,50.65
20171014134500,24.01,31.77,6.38,1.17,132.75,55.19
20171014140000,24,31.21,6.46,1.17,135.14,53.63
20171014141500,23.53,31.75,6.45,1.17,137.36,52.16
20171014143000,23.48,30.89,6.49,1.17,142.06,50
20171014144500,23.59,30.77,6.37,1.17,141.69,50
20171014150000,23.78,30.27,6.35,1.17,140.71,50.92
20171014151500,23.90,29.63,6.31,1.17,141.39,50.97
20171014153000,23.92,29.70,6.07,1.17,142.06,51.08
20171014154500,24.05,28.91,6.05,1.17,145.65,51.16
20171014160000,24.24,28.95,5.95,1.17,142.52,55.97
20171014161500,24.36,28.49,4.58,1.17,142.36,50.21
20171014163000,24.57,26.63,4.38,1.17,146.33,51.67
20171014164500,24.63,26.68,4.36,1.17,144.92,51.33
20171014170000,24.69,27.51,4.19,1.17,141.30,54.44
20171014171500,24.74,26.86,4.28,1.17,145.01,52.77
20171014173000,24.85,27.14,4.22,1.17,143.79,52.86
20171014174500,24.81,27.29,4.14,1.17,142.34,53.24
20171014180000,24.84,27.69,4.17,1.17,139.36,51.43
20171014181500,24.77,27.97,4.32,1.17,138.39,53.05
20171014183000,24.81,28.32,4.04,1.17,136,55.93
20171014184500,24.75,29.82,3.80,1.17,131.08,54.41
20171014190000,24.67,32.35,3.75,1.17,125.37,51.40
20171014191500,24.83,32.61,3.73,1.17,124.25,51.32
20171014193000,24.98,32.90,3.53,1.17,124.11,50.95
20171014194500,25.07,33.15,3.43,1.17,124,52.87
20171014200000,24.89,33.24,3.41,1.17,124.94,50
20171014201500,24.93,31.96,3.43,1.17,126.10,50.07
20171014203000,24.81,32.33,2.78,1.17,126.27,50.20
20171014204500,25.19,31.63,2.49,1.17,126.35,52.85
20171014210000,25.37,31.13,2.17,1.17,127.45,52.10
20171014211500,25.80,29.95,1.21,1.17,128.42,50
20171014213000,25.90,29.35,0,1.17,129.41,50
20171014214500,25.88,28.87,0,1.17,130.30,50
20171014220000,25.88,28.28,0,1.17,131.06,55.38
20171014221500,26.01,27.75,0,1.17,131.57,50
20171014223000,25.77,27.77,0,1.17,132.04,50
20171014224500,25.68,27.66,0,1.17,132.45,50
20171014230000,25.61,27.60,0,1.17,132.68,50
20171014231500,25.60,27.57,0,1.17,132.96,50
20171014233000,25.50,27.52,0,1.17,133.38,50
20171014234500,25.50,27.50,0,1.17,133.81,50
20171015000000,25.50,27.56,0,1.17,134.25,50
20171015001500,25.50,27.62,0,1.17,134.55,50
20171015003000,25.48,27.65,0,1.17,135.07,50
20171015004500,25.41,27.69,0,1.17,135.33,50
20171015010000,25.40,27.76,0,1.17,135.64,50
20171015011500,25.40,27.81,0,1.17,136.03,50
20171015013000,25.39,27.90,0,1.17,136.24,50
20171015014500,25.35,27.98,0,1.17,136.44,50
20171015020000,25.30,28.08,0,1.17,136.67,50
20171015021500,25.30,28.16,0,1.17,137.61,50
20171015023000,25.30,28.10,0,1.17,137.77,50
20171015024500,25.30,28.03,0,1.17,138.12,50
20171015030000,25.30,28.01,0,1.17,137.91,50
20171015031500,25.30,28.10,0,1.17,138.07,50
20171015033000,25.20,28.09,0,1.17,138.06,50
20171015034500,25.20,28.11,0,1.17,138.16,50
20171015040000,25.20,28.17,0,1.17,138.50,50
20171015041500,25.20,28.18,0,1.17,138.25,50
20171015043000,25.20,28.20,0,1.17,138.31,50
20171015044500,25.19,28.20,0,1.17,138.39,50
20171015050000,25.13,28.13,0,1.17,138.60,50
20171015051500,25.10,28.10,0,1.17,138.43,50
20171015053000,25.10,28.04,0,1.17,138.39,50
20171015054500,25.10,28.02,0,1.17,138.42,50
20171015060000,25.10,28.08,0,1.17,138.09,50
20171015061500,25.10,28.21,0,1.17,138.32,50
20171015063000,25.10,28.33,0,1.17,138.65,50
20171015064500,25.10,28.46,0,1.17,138.74,50
20171015070000,25.10,28.63,0,1.17,138.56,50
20171015071500,25.02,28.84,0,1.17,138,50
20171015073000,25,29.04,0,1.17,137.89,50
20171015074500,25,29.11,0,1.17,138.04,50
20171015080000,25,29.21,0,1.17,137.27,50
20171015081500,24.91,29.47,3.13,1.17,136.41,50
20171015083000,24.89,29.55,3.21,1.17,136.43,50
20171015084500,24.93,29.59,3.13,1.17,136.53,51.03
20171015090000,24.51,30.40,3.35,1.17,135.82,50
20171015091500,24.11,31.76,3.59,1.17,135.23,50
20171015093000,24.11,32.31,3.80,1.17,134.54,50.97
20171015094500,24.04,33.34,4.07,1.17,133.38,50.89
20171015100000,23.91,34.76,4.24,1.17,133.43,53.08
20171015101500,23.89,36.09,4.37,1.17,132.88,51.03
20171015103000,24.11,37.03,4.11,1.17,130.58,53.68
20171015104500,24.19,37.45,4.11,1.17,131.34,50
20171015110000,24.57,35.11,4.26,1.17,130.58,51.71
20171015111500,24.71,34.79,4.61,1.17,131.08,50
20171015113000,24.40,36.12,5.03,1.17,131,50
20171015114500,24.25,37.03,5.23,1.17,131.14,50.95
20171015120000,24.37,36.43,5.35,1.17,131.45,52.61
20171015121500,24.17,37.33,5.60,1.17,130.66,52.46
20171015123000,24.37,37.51,5.87,1.17,129.77,51.23
20171015124500,24.43,37.06,6.05,1.17,130.24,51.55
20171015130000,24.53,36.01,6.21,1.17,130.34,56.37
20171015131500,24.59,36.01,6.34,1.17,130.83,51.08
20171015133000,24.58,35.75,6.36,1.17,132.49,51.84
20171015134500,24.12,36.50,6.29,1.17,132.67,53.10
20171015140000,24.07,36.53,6.25,1.17,134.04,52.12
20171015141500,23.92,36.11,6.29,1.17,138.42,50
20171015143000,23.85,36.31,6.33,1.17,138.22,50.89
20171015144500,23.87,36.61,6.35,1.17,137.73,52.48
20171015150000,23.96,36.47,6.20,1.17,136.86,56.52
20171015151500,24.07,36.55,6.15,1.17,137.10,50
20171015153000,24.11,36.69,6.09,1.17,137.13,50
20171015154500,24.25,36.53,6.03,1.17,134.22,52.68
20171015160000,24.43,36.09,5.85,1.17,133.90,50.33
20171015161500,24.46,36.08,5.77,1.17,133.65,52.40
20171015163000,24.53,35.40,4.31,1.17,135.53,52.39
20171015164500,24.97,35.04,4.34,1.17,133.10,57.35
20171015170000,25.18,34.23,4.25,1.17,132.32,53.08
20171015171500,25.13,35.23,4.20,1.17,128.61,63.21
20171015173000,25.01,35.63,3.97,1.17,127.41,61.59
20171015174500,24.97,35.38,3.93,1.17,127.69,62.71
20171015180000,25.09,35.25,3.99,1.17,126.29,56.84
20171015181500,25.05,32.24,4.18,1.17,130.77,58.41
20171015183000,24.94,33.15,3.91,1.17,129.57,67.54
20171015184500,25.09,35.26,3.91,1.17,123.63,66.26
20171015190000,25.06,34.53,3.73,1.17,123.37,62.22
20171015191500,25.07,35.21,3.70,1.17,122,62.73
20171015193000,25.27,35.50,3.47,1.17,120.36,61.57
20171015194500,25.23,35.63,3.45,1.17,120.54,59.27
20171015200000,25.18,34.82,3.46,1.17,121.52,61.89
20171015201500,25.45,33.68,3.47,1.17,122.18,57.80
20171015203000,25.53,33.71,2.93,1.17,122.72,55.99
20171015204500,25.60,33.79,2.20,1.17,123.59,53.99
20171015210000,25.68,32.85,0.62,1.17,125.34,52.58
20171015211500,26.15,31.09,0.30,1.17,127.41,50
20171015213000,26.29,30.13,0,1.17,129.08,50
20171015214500,26.30,29.64,0,1.17,130.29,50
20171015220000,26.24,29.26,0,1.17,131.43,50
20171015221500,26.20,28.89,0,1.17,132.16,50
20171015223000,26.16,28.54,0,1.17,132.75,50
20171015224500,26.10,28.25,0,1.17,133.06,50
20171015230000,26.10,28.01,0,1.17,133.24,50
20171015231500,26.09,27.82,0,1.17,133.47,50
20171015233000,26.02,27.66,0,1.17,133.70,50
20171015234500,26,27.78,0,1.17,134.05,50
20171016000000,26,27.80,0,1.17,134.29,50
20171016001500,26,27.68,0,1.17,134.47,50
20171016003000,26,27.80,0,1.17,134.51,50
20171016004500,26,27.80,0,1.17,134.68,50
20171016010000,25.95,27.87,0,1.17,134.26,50
20171016011500,25.91,28.14,0,1.17,134.47,50
20171016013000,25.90,28.51,0,1.17,134.51,50
20171016014500,25.90,28.91,0,1.17,134.49,50
20171016020000,25.90,29.33,0,1.17,133.99,50
20171016021500,25.90,29.63,0,1.17,133.54,50
20171016023000,25.89,29.69,0,1.17,133.77,50
20171016024500,25.88,29.85,0,1.17,134.09,50
20171016030000,25.84,30.22,0,1.17,134.34,50
20171016031500,25.83,30.68,0,1.17,134.30,50
20171016033000,25.80,30.92,0,1.17,134.49,50
20171016034500,25.80,31.12,0,1.17,134.50,50
20171016040000,25.80,31.35,0,1.17,134.33,50
20171016041500,25.80,31.44,0,1.17,134.67,50
20171016043000,25.80,31.59,0,1.17,135.07,50
20171016044500,25.80,31.74,0,1.17,135.32,50
20171016050000,25.80,31.85,0,1.17,135.90,50
20171016051500,25.80,32,0,1.17,135.85,50
20171016053000,25.80,32.10,0,1.17,135.71,50
20171016054500,25.72,32.24,0,1.17,135.92,50
20171016060000,25.70,32.41,0,1.17,135.81,50
20171016061500,25.70,32.57,0,1.17,135.74,50
20171016063000,25.70,32.80,0,1.17,135.50,50
20171016064500,25.70,33.03,0,1.17,135.67,50
20171016070000,25.57,33.58,2.36,1.17,133.75,50
20171016071500,25.40,34.36,3.12,1.17,131.83,53.20
20171016073000,25.41,34.49,3.08,1.17,131.90,56.77
20171016074500,25.32,34.88,3.15,1.17,127.39,55.08
20171016080000,25.29,35.26,3.28,1.17,128.27,50
20171016081500,25.15,36.15,3.37,1.17,126.59,57.39
20171016083000,25.18,36.99,3.48,1.17,124.45,55.31
20171016084500,25.08,37.54,3.33,1.17,119.53,50
20171016090000,24.99,37.69,3.58,1.17,119.07,50
20171016091500,24.45,39.05,3.83,1.17,121.45,50.65
20171016093000,24.62,38.74,3.95,1.17,122.29,50
20171016094500,24.25,39.67,4.09,1.17,123.28,50
20171016100000,24.34,39.88,4.16,1.17,124.16,50
20171016101500,24.25,40.39,4.24,1.17,124.80,51.95
20171016103000,24.56,39.96,4.15,1.17,124.41,51.91
20171016104500,24.80,39.30,4.07,1.17,124.50,56.30
20171016110000,24.57,39.63,4.28,1.17,124.67,51.23
20171016111500,24.68,39.40,4.70,1.17,124.22,50
20171016113000,24.61,39.30,5.09,1.17,124.40,51.71
20171016114500,24.38,39.82,5.20,1.17,124.86,50.27
20171016120000,24.55,39.72,5.41,1.17,124.16,55.67
20171016121500,24.55,39.83,5.47,1.17,123.74,54.02
20171016123000,24.68,39.37,5.68,1.17,124.15,56.03
20171016124500,25.29,37.74,5.87,1.17,123.76,57.73
20171016130000,24.81,39.02,6.03,1.17,123.34,60.82
20171016131500,25.01,38.41,6.13,1.17,123.60,56.95
20171016133000,24.86,38.33,6.33,1.17,124.14,51.35
20171016134500,24.75,38.53,6.25,1.17,124.59,59.96
20171016140000,24.67,38.99,6.19,1.17,124.59,58.81
20171016141500,24.79,38.25,6.22,1.17,125.22,54.39
20171016143000,24.97,37.65,6.25,1.17,126.31,53.28
20171016144500,25.01,37.36,6.39,1.17,126.99,58.10
20171016150000,24.93,37.33,6.32,1.17,127.05,59.22
20171016151500,24.83,37.08,6.21,1.17,128.49,56.97
20171016153000,24.97,35.85,6,1.17,130.07,56.37
20171016154500,24.60,36.81,5.83,1.17,133.79,53
20171016160000,24.64,36.17,5.67,1.17,125.59,61.37
20171016161500,24.72,35.38,5.53,1.17,128.16,64.16
20171016163000,24.65,35.44,5.33,1.17,128.31,67.88
20171016164500,24.57,35.06,5.08,1.17,127.99,65.91
20171016170000,24.63,34.57,5.03,1.17,128.11,64.06
20171016171500,24.51,32.94,4.93,1.17,133.55,65.60
20171016173000,24.57,33.28,4.73,1.17,131.83,66.89
20171016174500,24.51,33.59,4.55,1.17,129.77,60.04
20171016180000,24.45,32.51,4.35,1.17,132.08,61.75
20171016181500,24.39,32.47,4.16,1.17,131.34,60.11
20171016183000,24.32,31.67,3.89,1.17,134.55,60.39
20171016184500,24.15,31.95,3.73,1.17,132.74,59.35
20171016190000,24.14,32.99,3.56,1.17,128.74,54.67
20171016191500,24.26,34.01,3.39,1.17,124.25,52.37
20171016193000,25,32.89,3.26,1.17,123.17,53.77
20171016194500,25.23,32.75,3.19,1.17,123.41,54.15
20171016200000,25.32,32.94,3.21,1.17,123.02,50
20171016201500,25.93,32.33,3.07,1.17,123.16,52.81
20171016203000,25.79,31.91,2.81,1.17,124.09,51.36
20171016204500,25.76,31.91,2.59,1.17,123.92,50.70
20171016210000,25.87,31.62,2.60,1.17,124.29,50
20171016211500,26.07,30.37,0.34,1.17,124.91,51.31
20171016213000,26.10,30.12,0,1.17,125.66,50
20171016214500,26.09,30.10,0,1.17,126.73,50
20171016220000,26,30.07,0,1.17,127.85,50
20171016221500,25.98,30.03,0,1.17,128.97,50
20171016223000,25.90,30,0,1.17,129.63,50
20171016224500,25.87,30.01,0,1.17,130.29,50
20171016230000,25.80,30.10,0,1.17,130.69,50
20171016231500,25.72,30.10,0,1.17,130.86,50
20171016233000,25.70,30.03,0,1.17,131.28,50
20171016234500,25.70,29.95,0,1.17,131.54,50
20171017000000,25.62,29.91,0,1.17,131.92,50
20171017001500,25.60,29.83,0,1.17,132.18,50
20171017003000,25.54,29.84,0,1.17,132.57,50
20171017004500,25.50,29.83,0,1.17,132.85,50
20171017010000,25.50,29.84,0,1.17,133.14,50
20171017011500,25.41,29.78,0,1.17,133.34,50
20171017013000,25.40,29.68,0,1.17,133.51,50
20171017014500,25.40,29.70,0,1.17,133.16,50
20171017020000,25.40,29.83,0,1.17,133.24,50
20171017021500,25.40,29.90,0,1.17,133.33,50
20171017023000,25.38,30.02,0,1.17,133,50
20171017024500,25.35,30.15,0,1.17,132.38,50
20171017030000,25.30,30.21,0,1.17,132.37,50
20171017031500,25.30,30.37,0,1.17,132.38,50
20171017033000,25.29,30.55,0,1.17,132.34,50
20171017034500,25.21,30.78,0,1.17,132.55,50
20171017040000,25.22,31.07,0,1.17,132.28,50
20171017041500,25.20,31.32,0,1.17,132.24,50
20171017043000,25.20,31.50,0,1.17,131.98,50
20171017044500,25.18,31.70,0,1.17,131.92,50
20171017050000,25.11,31.92,0,1.17,131.73,50
20171017051500,25.10,32.14,0,1.17,131.61,50
20171017053000,25.10,32.42,0,1.17,131.54,50
20171017054500,25.10,32.61,0,1.17,131.30,50
20171017060000,25.10,32.76,0,1.17,130.85,50
20171017061500,25.10,32.88,0,1.17,130.22,50
20171017063000,25.05,33,0,1.17,130.08,50
20171017064500,25,33.09,0,1.17,130.06,50
20171017070000,24.97,33.22,1.53,1.17,130.17,50
20171017071500,24.89,33.59,3.44,1.17,129.82,51.04
20171017073000,25.07,33.36,3.34,1.17,129.49,54.15
20171017074500,24.95,33.52,3.29,1.17,129.66,51.97
20171017080000,24.80,33.74,3.39,1.17,129.19,50
20171017081500,24.80,34.22,3.43,1.17,128.53,56.49
20171017083000,24.81,35.21,3.40,1.17,128.75,52.83
20171017084500,24.83,34.27,3.52,1.17,129.79,50.55
20171017090000,24.52,34.51,3.61,1.17,130.11,50
20171017091500,24.35,35.69,3.69,1.17,128.90,50.20
20171017093000,24.12,37,3.88,1.17,127.21,51.68
20171017094500,24.05,37.87,3.71,1.17,126.57,51.03
20171017100000,23.96,38.25,3.65,1.17,127.06,57.15
20171017101500,24.21,37.50,3.79,1.17,127.57,56.15
20171017103000,24.46,37.29,3.88,1.17,127.43,64.31
20171017104500,23.91,38.69,3.81,1.17,126.61,61.66
20171017110000,23.93,39.49,3.85,1.17,126.09,72.91
20171017111500,23.93,39.87,3.95,1.17,126.02,70.96
20171017113000,23.79,40.19,3.92,1.17,126.33,69.61
20171017114500,23.71,40.59,3.97,1.17,126.14,73.37
20171017120000,23.58,41.63,4.04,1.17,125.97,69.05
20171017121500,23.80,41.09,4.25,1.17,125.93,65.17
20171017123000,24.02,40.55,4.10,1.17,126.16,69.55
20171017124500,24.09,40.81,4.39,1.17,126.13,69.72
20171017130000,23.69,41.93,3.88,1.17,126.58,73.25
20171017131500,23.73,41.72,5.09,1.17,126.19,70.15
20171017133000,23.81,41.35,4.47,1.17,125.75,64.75
20171017134500,23.66,41.91,4.31,1.17,127.08,64.83
20171017140000,23.75,41.82,4.32,1.17,126.92,68.26
20171017141500,24.15,40.45,5.03,1.17,127.18,66.07
20171017143000,24.07,40.30,4.75,1.17,127.49,70.99
20171017144500,23.77,41.57,5.03,1.17,126.63,70.17
20171017150000,23.79,41.83,4.25,1.17,125.88,70.25
20171017151500,23.77,41.89,4.11,1.17,125.24,66.04
20171017153000,23.93,41.29,4.19,1.17,124.56,70.91
20171017154500,24.17,41.04,3.97,1.17,125.23,66.22
20171017160000,24.27,41.70,3.94,1.17,124.72,69.26
20171017161500,24.48,40.53,3.97,1.17,123.83,68.10
20171017163000,24.46,41.49,3.88,1.17,123.83,62.88
20171017164500,24.40,42.07,3.71,1.17,123.83,67.27
20171017170000,24.27,42.63,3.63,1.17,123.71,58.93
20171017171500,24.30,42.67,3.95,1.17,123.86,57.43
20171017173000,24.38,42.90,3.85,1.17,124.50,61.14
20171017174500,24.80,41.63,3.55,1.17,123.68,59.93
20171017180000,24.52,42.33,3.61,1.17,124.38,63.53
20171017181500,24.80,41.71,3.63,1.17,124.78,61.55
20171017183000,24.69,42.37,3.54,1.17,125.34,64.07
20171017184500,24.61,42.94,3.57,1.17,124.82,65.52
20171017190000,24.73,42.39,3.36,1.17,125.22,68.41
20171017191500,24.61,43.35,3.42,1.17,125.16,64.53
20171017193000,25.17,41.75,3.47,1.17,124.49,62.89
20171017194500,24.95,42.38,3.46,1.17,124.36,59.31
20171017200000,25.01,42.61,3.41,1.17,124.52,53.39
20171017201500,25.51,40.83,3.27,1.17,124.29,51.07
20171017203000,25.47,41.01,2.81,1.17,125.19,53.13
20171017204500,25.18,41.43,2.59,1.17,126.56,54.41
20171017210000,25.46,40.85,0.51,1.17,127.78,51.95
20171017211500,25.80,39.84,0,1.17,129.06,50
20171017213000,25.80,39.49,0,1.17,129.88,50
20171017214500,25.75,39.33,0,1.17,130.44,50
20171017220000,25.70,39.22,0,1.17,131.07,50
20171017221500,25.63,39.18,0,1.17,131.37,50
20171017223000,25.60,39.11,0,1.17,131.54,50
20171017224500,25.52,39.10,0,1.17,131.93,50
20171017230000,25.50,39.07,0,1.17,132.19,50
20171017231500,25.50,39.03,0,1.17,132.62,50
20171017233000,25.49,39.06,0,1.17,132.98,50
20171017234500,25.40,39.14,0,1.17,133.04,50
20171018000000,25.38,39.17,0,1.17,133.38,50
20171018001500,25.31,39.26,0,1.17,133.30,50
20171018003000,25.30,39.18,0,1.17,133.63,50
20171018004500,25.22,39.37,0,1.17,132.96,50
20171018010000,25.20,39.44,0,1.17,132.55,50
20171018011500,25.19,39.41,0,1.17,132.71,50
20171018013000,25.19,39.32,0,1.17,133.42,50
20171018014500,25.10,39.72,0,1.17,132.72,50
20171018020000,25.09,39.83,0,1.17,132.94,50
20171018021500,25.08,39.99,0,1.17,132.83,50
20171018023000,25.01,40.22,0,1.17,132.74,50
20171018024500,24.99,40.47,0,1.17,132.28,50
20171018030000,24.97,40.61,0,1.17,132.33,50
20171018031500,24.95,40.71,0,1.17,132.29,50
20171018033000,24.99,40.73,0,1.17,132.55,50
20171018034500,24.91,40.99,0,1.17,131.87,50
20171018040000,24.88,41.14,0,1.17,131.82,50
20171018041500,24.87,41.12,0,1.17,131.92,50
20171018043000,24.92,40.87,0,1.17,132.66,50
20171018044500,24.98,40.87,0,1.17,132.70,50
20171018050000,24.95,40.95,0,1.17,132.58,50
20171018051500,24.95,40.99,0,1.17,132.31,50
20171018053000,24.90,41.07,0,1.17,132.44,50
20171018054500,24.90,41.09,0,1.17,132.50,50
20171018060000,24.90,41.05,0,1.17,132.29,50
20171018061500,24.81,41.08,0,1.17,131.88,50
20171018063000,24.90,40.90,0,1.17,132.05,50
20171018064500,24.86,40.89,0,1.17,132.09,50
20171018070000,24.75,41.32,0.65,1.17,130.97,51.82
20171018071500,24.59,41.98,3.49,1.17,129.78,50.76
20171018073000,24.62,41.68,3.47,1.17,131.13,57.77
20171018074500,24.63,41.67,3.22,1.17,130.53,50
20171018080000,24.62,41.62,3.15,1.17,129.55,51.29
20171018081500,24.71,41.36,3.27,1.17,130.82,50
20171018083000,24.71,41.81,3.39,1.17,130.13,50.97
20171018084500,24.63,41.09,3.36,1.17,129.08,50
20171018090000,24.36,42.01,3.49,1.17,129.25,50.59
20171018091500,24.08,43.97,3.48,1.17,130.83,50.87
20171018093000,24.04,44.05,3.61,1.17,131.65,50.44
20171018094500,24.27,43.65,3.64,1.17,132.18,53.03
20171018100000,24.11,44.29,3.59,1.17,132.04,59.12
20171018101500,24.11,44.29,3.63,1.17,131.62,55.41
20171018103000,23.93,45.09,3.73,1.17,132.21,54.44
20171018104500,24.09,44.94,3.73,1.17,132.20,62.94
20171018110000,23.71,46.55,3.47,1.17,131.55,70.10
20171018111500,23.72,47.20,3.66,1.17,132.50,63.79
20171018113000,24.15,46.23,3.68,1.17,131.89,60.11
20171018114500,24.03,46.75,3.63,1.17,131.33,63.89
20171018120000,23.66,47.83,3.64,1.17,131.54,70.61
20171018121500,23.85,47.62,3.74,1.17,130.85,68.37
20171018123000,23.96,47.23,3.89,1.17,130.65,66.87
20171018124500,24.15,46.58,4.01,1.17,130.20,62.65
20171018130000,23.58,47.63,3.99,1.17,130.13,68.90
20171018131500,23.96,46.77,4.16,1.17,131.05,64.33
20171018133000,24.56,45.05,4.13,1.17,129.93,67.19
20171018134500,23.87,46.61,4.02,1.17,130.65,71.08
20171018140000,23.99,46.23,3.67,1.17,129.86,75.33
20171018141500,23.70,47.24,4.29,1.17,130.55,72.57
20171018143000,23.98,46.29,3.73,1.17,129.08,74.55
20171018144500,24.13,45.76,3.75,1.17,128.51,72.34
20171018150000,23.78,46.97,3.89,1.17,129.50,58.09
20171018151500,24.22,45.61,3.91,1.17,129.63,58.32
20171018153000,24.40,45.39,3.95,1.17,129.23,60.85
20171018154500,24.27,45.61,3.82,1.17,128.78,61.47
20171018160000,24.25,45.57,3.80,1.17,129.14,60.57
20171018161500,24.16,46.19,4.15,1.17,128.68,65.48
20171018163000,24.24,45.54,3.97,1.17,128.21,62.41
20171018164500,24.21,45.57,3.95,1.17,128.08,65.76
20171018170000,24,45.85,4.33,1.17,127.74,64.82
20171018171500,24.28,44.67,3.93,1.17,127.45,67.99
20171018173000,24.35,44.75,3.83,1.17,127.45,71.09
20171018174500,24.30,44.35,3.73,1.17,127.73,67.97
20171018180000,24.41,43.69,3.49,1.17,127.52,68.96
20171018181500,24.35,43.66,3.54,1.17,127.31,59.74
20171018183000,24.65,42.79,3.55,1.17,127.17,64.79
20171018184500,24.85,42.24,3.53,1.17,127.36,65.13
20171018190000,24.45,43.31,3.53,1.17,128.17,66.69
20171018191500,24.46,43.21,3.53,1.17,128.48,57.73
20171018193000,24.50,42.69,3.51,1.17,128.48,56.93
20171018194500,24.50,42.68,3.49,1.17,128.53,58.50
20171018200000,24.46,42.29,3.43,1.17,129.28,55.17
20171018201500,24.59,41.44,3.45,1.17,129.51,51.97
20171018203000,24.60,41.17,3.49,1.17,130.14,50
20171018204500,24.66,40.50,2.77,1.17,130.78,53.83
20171018210000,24.96,39.76,2.67,1.17,131.86,52.44
20171018211500,25.65,37.78,0.40,1.17,131.78,59.75
20171018213000,25.45,37.97,0,1.17,132.87,50
20171018214500,25.19,38.16,0,1.17,133.96,50
20171018220000,25.09,38.13,0,1.17,134.51,50
20171018221500,24.98,38.03,0,1.17,134.96,50
20171018223000,24.91,37.92,0,1.17,135.20,50
20171018224500,24.89,37.81,0,1.17,135.51,50
20171018230000,24.82,37.69,0,1.17,135.60,50
20171018231500,24.79,37.61,0,1.17,135.78,50
20171018233000,24.76,37.45,0,1.17,135.90,50
20171018234500,24.68,37.29,0,1.17,135.76,50
20171019000000,24.62,37.12,0,1.17,135.72,50
20171019001500,24.65,36.87,0,1.17,135.66,52.68
20171019003000,24.85,36.24,0,1.17,135.34,50
20171019004500,24.61,36.50,0,1.17,135.58,50
20171019010000,24.52,36.42,0,1.17,135.57,50
20171019011500,24.50,36.28,0,1.17,135.56,50
20171019013000,24.44,36.19,0,1.17,135.50,50
20171019014500,24.40,36.05,0,1.17,135.39,50
20171019020000,24.40,35.98,0,1.17,135.47,50
20171019021500,24.39,35.85,0,1.17,135.42,50
20171019023000,24.32,35.78,0,1.17,135.40,50
20171019024500,24.30,35.69,0,1.17,135.35,50
20171019030000,24.28,35.62,0,1.17,135.36,50
20171019031500,24.22,35.50,0,1.17,135.35,50
20171019033000,24.20,35.38,0,1.17,135.37,50
20171019034500,24.20,35.33,0,1.17,135.33,50
20171019040000,24.20,35.22,0,1.17,135.47,50
20171019041500,24.11,35.20,0,1.17,135.50,50
20171019043000,24.10,35.08,0,1.17,135.43,50
20171019044500,24.09,34.99,0,1.17,135.25,50
20171019050000,24.03,34.85,0,1.17,135.22,50
20171019051500,24,34.68,0,1.17,135.42,50
20171019053000,24,34.57,0,1.17,135.18,50
20171019054500,23.97,34.39,0,1.17,135.20,50
20171019060000,23.93,34.27,0,1.17,135.26,52.28
20171019061500,24.16,33.79,0,1.17,135.12,50.99
20171019063000,23.95,34.12,0,1.17,135.18,50
20171019064500,23.90,34.23,0,1.17,135.48,50
20171019070000,23.83,34.42,1.09,1.17,135.32,50
20171019071500,23.69,34.91,3.22,1.17,134.88,53.43
20171019073000,23.67,35.11,3.14,1.17,134.62,50
20171019074500,23.65,35.29,3.21,1.17,134.28,55.81
20171019080000,23.55,35.63,3.33,1.17,132.07,50
20171019081500,23.58,35.85,3.43,1.17,131.46,53.15
20171019083000,23.68,35.93,3.39,1.17,132.41,56.48
20171019084500,23.76,35.68,3.31,1.17,133.10,50.65
20171019090000,23.25,36.88,3.53,1.17,133.49,50
20171019091500,22.94,38.29,3.75,1.17,133.69,51.47
20171019093000,22.98,39.01,3.89,1.17,132.96,52.58
20171019094500,23.03,39.78,4.06,1.17,132.27,51.45
20171019100000,22.98,40.50,4.29,1.17,132.23,53.14
20171019101500,22.92,41.70,4.48,1.17,133.21,53.35
20171019103000,23.13,42.27,4.39,1.17,132.88,51.75
20171019104500,23.41,42.31,4.13,1.17,132.56,61.45
20171019110000,23.46,42.54,3.93,1.17,132.11,65.51
20171019111500,23.49,43.34,4.17,1.17,134.83,58.49
20171019113000,23.73,43.24,4.30,1.17,134.35,55.48
20171019114500,23.86,43.07,4.37,1.17,134.57,57.34
20171019120000,24.03,42.74,4.34,1.17,133.89,62.07
20171019121500,24.09,42.55,4.34,1.17,132.04,67.33
20171019123000,23.96,41.92,4.34,1.17,131.83,58.39
20171019124500,24.09,41.03,4.27,1.17,132.24,69.04
20171019130000,23.55,41.72,4.13,1.17,131.56,70.32
20171019131500,24.15,40.92,4.29,1.17,131.12,66.45
20171019133000,24.09,40.07,4.31,1.17,131.27,61.83
20171019134500,23.98,39.80,4.23,1.17,132.05,65.43
20171019140000,23.81,40.68,4.16,1.17,132.83,62.22
20171019141500,24,40.19,4.19,1.17,132.17,55.20
20171019143000,23.97,39.43,4.17,1.17,131.46,59.65
20171019144500,23.87,39.31,3.99,1.17,130.79,68.36
20171019150000,23.83,40.11,3.97,1.17,131.31,70.77
20171019151500,23.93,39.73,4.35,1.17,130.79,67.13
20171019153000,23.97,39.43,4.47,1.17,130.53,69.58
20171019154500,23.97,39.88,4.27,1.17,130.02,65.35
